,RespondentID,Knowledge,Interest,Algeria,Argentina,Australia,Belgium,Bosnia and Herzegovina,Brazil,Cameroon,Chile,Colombia,Costa Rica,Croatia,Ecuador,England,France,Germany,Ghana,Greece,Honduras,Iran,Italy,Ivory Coast,Japan,Mexico,the Netherlands,Nigeria,Portugal,Russia,South Korea,Spain,Switzerland,United States,Uruguay,China,India,Thailand,Turkey,Cuba,Ethiopia,Vietnam,Ireland,Gender,Age,Household Income,Education,Location
1050,3306465583,Novice,Not much,,,,,,,,,,,,,3.0,,4.0,,1.0,,,5.0,,4.0,4.0,3.0,,,,,,,4.0,,4.0,,3.0,,,,,4.0,Female,> 60,,Graduate degree,East North Central
1051,3306465180,Novice,Some,,,,,,,,,,,,,4.0,4.0,,,5.0,,,5.0,,,4.0,,,,,,4.0,,4.0,,4.0,3.0,3.0,,,,,4.0,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
1053,3306465012,Intermediate,Some,4.0,,,3.0,,,,,,,,,4.0,4.0,3.0,,5.0,,,5.0,,3.0,4.0,,,,,3.0,4.0,,3.0,,3.0,3.0,,,4.0,3.0,3.0,2.0,Male,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic
1054,3306465011,Novice,Some,,,,,,,,,,,,,3.0,3.0,3.0,,3.0,,,5.0,,4.0,3.0,,,,,,3.0,,5.0,,4.0,,,,,,3.0,3.0,Female,> 60,"$150,000+",Bachelor degree,West North Central
1055,3306464954,Intermediate,Some,,,5.0,,,,,,,3.0,4.0,,3.0,5.0,3.0,,4.0,,4.0,5.0,,5.0,4.0,3.0,4.0,4.0,,,4.0,4.0,4.0,,4.0,5.0,5.0,,,4.0,5.0,3.0,Female,> 60,"$150,000+",Graduate degree,Mountain
1056,3306464465,Intermediate,Some,3.0,,3.0,3.0,,4.0,,,,3.0,3.0,3.0,3.0,4.0,5.0,,,3.0,2.0,5.0,,4.0,4.0,,,3.0,3.0,2.0,4.0,3.0,3.0,,4.0,3.0,,,3.0,,2.0,3.0,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
1057,3306464241,Advanced,A lot,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,,,,,
1058,3306464060,Intermediate,Some,,4.0,2.0,4.0,,3.0,,5.0,2.0,,2.0,,3.0,3.0,4.0,2.0,4.0,3.0,,4.0,,5.0,5.0,,,3.0,3.0,3.0,5.0,,5.0,,4.0,3.0,5.0,,4.0,,,4.0,Female,45-60,"$150,000+",Bachelor degree,Pacific
1059,3306464005,Advanced,A lot,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,4.0,,5.0,3.0,5.0,5.0,3.0,5.0,,2.0,5.0,5.0,5.0,3.0,,5.0,4.0,,,,,
1060,3306463969,Advanced,Some,,,,,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,,4.0,,2.0,4.0,,4.0,4.0,,2.0,,2.0,3.0,3.0,,4.0,,4.0,4.0,3.0,,3.0,2.0,,3.0,Female,45-60,,Some college or Associate degree,Pacific
1061,3306463953,Intermediate,A lot,,4.0,4.0,,,4.0,4.0,,,,,,3.0,4.0,4.0,,4.0,,4.0,4.0,,5.0,4.0,,,,,,4.0,,4.0,,4.0,5.0,4.0,,4.0,,4.0,3.0,Male,45-60,"$150,000+",Some college or Associate degree,South Atlantic
1062,3306463770,Novice,Some,,3.0,4.0,3.0,,3.0,,3.0,,,4.0,,3.0,4.0,4.0,,4.0,,,5.0,,4.0,4.0,,,3.0,4.0,,3.0,4.0,5.0,,3.0,3.0,,,,,,4.0,Female,> 60,,Some college or Associate degree,Pacific
1063,3306463720,Novice,Some,,,,,,,,,,,,,2.0,,,,3.0,,,4.0,,3.0,4.0,,,,,,,,2.0,,4.0,3.0,,,,,,,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
1064,3306463344,Novice,Not much,,,3.0,,,3.0,,,,,,,2.0,2.0,3.0,,4.0,2.0,,2.0,,4.0,3.0,,,,3.0,1.0,,2.0,4.0,,2.0,2.0,2.0,3.0,,,1.0,3.0,Female,45-60,"$50,000 - $99,999",Graduate degree,West South Central
1065,3306463175,Novice,Not much,,,,,,,,,,,,,,,3.0,,4.0,,,4.0,,,4.0,,,,,,,,4.0,,4.0,,,,,,,4.0,Female,30-44,"$50,000 - $99,999",High school degree,Mountain
1066,3306463049,Novice,Some,,,3.0,,,,,,,3.0,,,3.0,,3.0,,3.0,,,3.0,,3.0,3.0,,,,,,3.0,,3.0,,3.0,,3.0,,,3.0,3.0,,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
1067,3306463007,Novice,Not at all,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,3.0,,3.0,,,,,,,,Female,> 60,,Bachelor degree,Middle Atlantic
1068,3306462974,Intermediate,Not much,,,,4.0,,,,,,,,,2.0,3.0,2.0,,,,,5.0,,4.0,5.0,,,,,,3.0,,5.0,,5.0,1.0,4.0,,2.0,,3.0,,Female,45-60,"$25,000 - $49,999",Bachelor degree,Mountain
1069,3306462870,Novice,Some,,3.0,,,,,,,,3.0,,,3.0,,4.0,,4.0,,,4.0,,4.0,4.0,,,,,,,4.0,4.0,,3.0,,4.0,,4.0,,3.0,3.0,Female,> 60,"$150,000+",Bachelor degree,Pacific
1070,3306462762,Intermediate,Some,,,3.0,,,,,,3.0,,,,4.0,5.0,2.0,,3.0,,,5.0,,5.0,5.0,,,,,,5.0,,5.0,,5.0,1.0,5.0,,3.0,,3.0,4.0,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
1071,3306462740,Intermediate,Some,,,3.0,,,,,,,,,,3.0,5.0,4.0,,4.0,,,5.0,,4.0,4.0,3.0,,,,,3.0,,5.0,,4.0,3.0,4.0,,,,3.0,4.0,Female,> 60,"$25,000 - $49,999",Bachelor degree,East North Central
1072,3306462514,Intermediate,Some,,,,,,,,,,,,,3.0,,3.0,,3.0,,,5.0,,4.0,4.0,,,3.0,,,3.0,,3.0,,4.0,3.0,,,3.0,3.0,3.0,3.0,Female,30-44,"$50,000 - $99,999",Graduate degree,Mountain
1073,3306462513,Novice,Some,,,,3.0,,,,,,,,,3.0,3.0,,,2.0,,,4.0,,2.0,4.0,,,,,,3.0,,4.0,,2.0,2.0,,,,,,3.0,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
1074,3306462211,Novice,Not much,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
1075,3306462165,Intermediate,Some,,,,,,,,,,,,,2.0,3.0,2.0,,3.0,,,4.0,,3.0,4.0,,,2.0,,3.0,,,5.0,,3.0,3.0,,,,,,,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East South Central
1076,3306462028,Intermediate,Some,,,,,,,,,,,,,,,5.0,,1.0,,,3.0,,4.0,3.0,,,,,,3.0,,4.0,,4.0,1.0,3.0,,,,5.0,3.0,Female,18-29,,Some college or Associate degree,Middle Atlantic
1077,3306461970,Novice,Some,,,3.0,,,5.0,,,,,,,3.0,4.0,3.0,,5.0,,,5.0,,4.0,5.0,,,,,3.0,5.0,,5.0,,5.0,5.0,5.0,5.0,,,5.0,,Female,45-60,"$150,000+",Graduate degree,West South Central
1078,3306461891,Intermediate,A lot,,4.0,4.0,5.0,,4.0,,,4.0,,,4.0,3.0,3.0,3.0,,5.0,,4.0,4.0,,3.0,4.0,4.0,,4.0,2.0,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,,,,5.0,3.0,Male,> 60,"$150,000+",Graduate degree,East North Central
1079,3306461740,Novice,Not much,,,,,,,,,,,,,,,3.0,,,,,4.0,,,3.0,,,,,,,,5.0,,3.0,,,,,,,,Female,45-60,"$150,000+",Some college or Associate degree,West South Central
1080,3306461572,Intermediate,Some,,4.0,4.0,5.0,,3.0,,,,,,,3.0,5.0,5.0,,5.0,3.0,,5.0,,4.0,4.0,,,4.0,3.0,3.0,4.0,,4.0,3.0,3.0,4.0,4.0,,4.0,3.0,4.0,3.0,Female,45-60,"$150,000+",Graduate degree,East North Central
1081,3306461346,Novice,Some,,,4.0,4.0,,,,,,,,,4.0,4.0,4.0,,4.0,,,5.0,,4.0,5.0,,,,,,5.0,4.0,5.0,,3.0,3.0,3.0,,,,,3.0,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central
1082,3306460809,Novice,Some,,,,,,,,,,,4.0,,3.0,3.0,4.0,,4.0,,,4.0,,3.0,3.0,3.0,,,,,,,3.0,,3.0,4.0,3.0,,3.0,,,3.0,Female,45-60,"$50,000 - $99,999",High school degree,East North Central
1083,3306460581,Intermediate,Some,,4.0,3.0,4.0,,4.0,,4.0,3.0,3.0,,3.0,3.0,5.0,5.0,,5.0,,,5.0,,5.0,5.0,3.0,,,2.0,,5.0,5.0,5.0,,5.0,4.0,3.0,,3.0,,3.0,3.0,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
1084,3306459966,Novice,Some,,,,,,,,,,,,,3.0,,,,,,,3.0,,,4.0,,,,,,,,2.0,,4.0,5.0,4.0,,,,3.0,,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
1085,3306459932,Intermediate,Some,,4.0,4.0,,,4.0,,,,4.0,,,4.0,4.0,4.0,,4.0,,,5.0,,4.0,2.0,3.0,,3.0,3.0,,4.0,4.0,5.0,,5.0,4.0,4.0,,4.0,,4.0,5.0,Female,> 60,,Bachelor degree,East South Central
1086,3306459814,Expert,A lot,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,Male,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
1087,3306459644,Novice,Not much,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,5.0,,,,,,,,,,Female,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
1088,3306459441,Intermediate,A lot,,,3.0,,,,,,,3.0,,3.0,3.0,5.0,4.0,,5.0,,,5.0,,4.0,4.0,,,4.0,,3.0,5.0,4.0,4.0,,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
1089,3306459091,Intermediate,Some,,,,,,,,,,,,,2.0,3.0,3.0,,3.0,,,5.0,,2.0,4.0,,,,,,4.0,,5.0,,2.0,2.0,,,,,,2.0,Female,45-60,,Bachelor degree,Mountain
1090,3306458391,Intermediate,A lot,,3.0,,,,3.0,,3.0,3.0,,,3.0,2.0,2.0,3.0,4.0,3.0,,3.0,3.0,,4.0,3.0,,3.0,3.0,,4.0,5.0,,3.0,3.0,1.0,5.0,5.0,,4.0,5.0,4.0,2.0,Female,30-44,,Bachelor degree,Pacific
1091,3306457768,Intermediate,Some,,,,,,3.0,,,,,,,3.0,3.0,,,4.0,,,4.0,,,5.0,,,,,2.0,,,2.0,,4.0,5.0,,,,,,,Female,18-29,"$100,000 - $149,999",High school degree,East North Central
1093,3306457355,Intermediate,Some,,3.0,4.0,3.0,,3.0,,3.0,3.0,3.0,,4.0,5.0,3.0,5.0,,4.0,,2.0,4.0,,4.0,4.0,4.0,,,3.0,3.0,4.0,4.0,5.0,,5.0,3.0,,,3.0,,3.0,4.0,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
1094,3306457353,Intermediate,Not much,,,3.0,,,4.0,,,,,,,3.0,4.0,4.0,,3.0,,,5.0,,4.0,5.0,,,,,,4.0,,4.0,,4.0,2.0,4.0,,,,4.0,3.0,Female,18-29,"$25,000 - $49,999",Bachelor degree,Pacific
1095,3306456840,Novice,Not much,,,,,,3.0,,,3.0,3.0,,,3.0,3.0,3.0,2.0,4.0,3.0,,5.0,,2.0,3.0,,,3.0,3.0,,4.0,,5.0,,3.0,2.0,,,3.0,2.0,,3.0,Female,45-60,"$150,000+",Graduate degree,West North Central
1096,3306456720,Intermediate,Not much,,,,,,,,,,,,,3.0,,,,,,,4.0,,4.0,4.0,,,,,,4.0,,4.0,,4.0,3.0,3.0,,,,,,Female,45-60,,Bachelor degree,Pacific
1097,3306456682,Intermediate,A lot,,4.0,,,,,,,5.0,4.0,,4.0,4.0,4.0,3.0,,4.0,,,5.0,,5.0,5.0,,,,3.0,,4.0,,3.0,,5.0,5.0,4.0,,5.0,5.0,4.0,3.0,Female,18-29,"$0 - $24,999",Graduate degree,East North Central
1098,3306456452,Intermediate,Some,,,,,,2.0,,,,,,,2.0,4.0,3.0,,3.0,,,5.0,,4.0,4.0,,,2.0,2.0,2.0,3.0,,5.0,,4.0,2.0,3.0,,3.0,,,3.0,Female,> 60,"$25,000 - $49,999",Graduate degree,South Atlantic
1099,3306456065,Intermediate,A lot,,4.0,3.0,3.0,,5.0,,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,,4.0,,,5.0,,4.0,4.0,,,3.0,,4.0,5.0,,4.0,,4.0,2.0,5.0,,4.0,,5.0,2.0,Female,18-29,,Some college or Associate degree,West South Central
1100,3306455348,Advanced,A lot,,,,,,,,3.0,,3.0,4.0,,3.0,4.0,3.0,,3.0,3.0,,4.0,,,5.0,,,3.0,4.0,,4.0,,4.0,4.0,5.0,4.0,3.0,3.0,4.0,,3.0,2.0,Female,> 60,"$50,000 - $99,999",High school degree,East South Central
1101,3306455297,Novice,Some,,,,,,,,4.0,1.0,3.0,,,2.0,,3.0,,4.0,,,4.0,,5.0,5.0,,,,,,,,5.0,,3.0,4.0,4.0,,,4.0,3.0,2.0,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
1102,3306455212,Novice,A lot,,,,,,,,,,,,,,,,,,,,5.0,,5.0,5.0,,,,,,,,5.0,,5.0,5.0,5.0,,,,,,Female,30-44,"$150,000+",Some college or Associate degree,East North Central
1103,3306455087,Advanced,A lot,,4.0,3.0,,,4.0,,,,,4.0,,3.0,5.0,5.0,,5.0,,,5.0,,4.0,5.0,3.0,,,3.0,,5.0,,5.0,,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,Female,45-60,"$100,000 - $149,999",Graduate degree,West North Central
1104,3306455080,Novice,Not much,,,3.0,,,,,,,,,,,1.0,2.0,,3.0,,,5.0,,2.0,4.0,,,,,,,,4.0,,3.0,,,,4.0,,1.0,,Female,45-60,,High school degree,Pacific
1105,3306454853,Intermediate,A lot,,3.0,,,,,,2.0,4.0,,,5.0,,,,,,,,,,,4.0,,,,,,,,2.0,,,,4.0,,,,,,Female,18-29,"$50,000 - $99,999",Bachelor degree,
1106,3306454843,Expert,Some,,5.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,,1.0,4.0,4.0,2.0,5.0,,3.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,Female,30-44,,Graduate degree,West South Central
1107,3306454394,Novice,Some,,,3.0,,,,,3.0,,,,3.0,2.0,3.0,2.0,,2.0,,,5.0,,3.0,4.0,,,,,,3.0,,4.0,,4.0,4.0,5.0,,,,3.0,,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
1108,3306454199,Intermediate,A lot,,4.0,,,,4.0,,4.0,3.0,5.0,,4.0,,3.0,3.0,,,3.0,,4.0,,3.0,5.0,,,3.0,,3.0,4.0,,4.0,3.0,4.0,3.0,5.0,,4.0,,4.0,,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
1109,3306454049,Novice,Not at all,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,,,,,,,,2.0,,4.0,3.0,,,4.0,,,,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
1110,3306453780,Novice,Some,,,3.0,,,3.0,,3.0,,4.0,,4.0,4.0,4.0,4.0,,4.0,,,5.0,,3.0,4.0,,4.0,4.0,,,4.0,,4.0,,,4.0,,,,,3.0,3.0,Male,45-60,"$150,000+",Graduate degree,New England
1111,3306453765,Novice,Some,,3.0,,,,3.0,,,,,,,3.0,5.0,3.0,,4.0,,,5.0,,4.0,5.0,,,,,3.0,4.0,3.0,3.0,,4.0,3.0,5.0,,4.0,3.0,4.0,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
1112,3306453514,Novice,Not at all,,,,,,,,,,,,,,3.0,,,3.0,,,4.0,,2.0,5.0,,,,,,3.0,,4.0,,1.0,2.0,2.0,,,,2.0,,Female,18-29,"$150,000+",Some college or Associate degree,East North Central
1113,3306453005,Intermediate,A lot,,3.0,3.0,3.0,,3.0,,,,,,,2.0,5.0,4.0,,4.0,,1.0,5.0,,2.0,4.0,,,,1.0,3.0,4.0,3.0,4.0,,2.0,3.0,5.0,,3.0,5.0,,2.0,Female,30-44,,Graduate degree,East North Central
1114,3306452968,Novice,Not much,,3.0,3.0,4.0,,,,,,3.0,,,3.0,4.0,,,5.0,,,5.0,,,4.0,,,,,,,,3.0,,3.0,5.0,3.0,4.0,,,,3.0,Female,45-60,"$150,000+",High school degree,Middle Atlantic
1115,3306452835,Novice,Not at all,,,,,,,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,,4.0,,,,,,,,,,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
1116,3306452826,Intermediate,Not much,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,4.0,,3.0,3.0,3.0,,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,2.0,,3.0,Female,45-60,,High school degree,Pacific
1117,3306452535,Novice,Not much,,,,3.0,,4.0,,,,,,,,3.0,3.0,,4.0,,,5.0,,5.0,5.0,,,3.0,,4.0,,,4.0,,5.0,3.0,5.0,,,,3.0,3.0,Female,45-60,,Graduate degree,Mountain
1118,3306452179,Intermediate,A lot,,,,,,,,,,,,,,2.0,,,2.0,,,5.0,,4.0,5.0,,,2.0,,3.0,4.0,,5.0,,4.0,4.0,3.0,,,,5.0,2.0,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,New England
1119,3306452078,Intermediate,A lot,,3.0,3.0,3.0,,3.0,,,4.0,,,,4.0,5.0,4.0,,3.0,3.0,,5.0,,4.0,3.0,4.0,,3.0,,4.0,4.0,3.0,4.0,,5.0,4.0,4.0,,4.0,,4.0,3.0,Female,> 60,,Some college or Associate degree,South Atlantic
1120,3306452021,Advanced,A lot,3.0,,,,,,,,,,,,2.0,5.0,2.0,,4.0,,4.0,5.0,,5.0,4.0,,,3.0,2.0,4.0,3.0,2.0,3.0,,4.0,5.0,4.0,3.0,3.0,3.0,,2.0,Female,> 60,"$0 - $24,999",Bachelor degree,Pacific
1121,3306451935,Advanced,Some,3.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,1.0,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,,3.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,5.0,4.0,4.0,3.0,1.0,2.0,3.0,Female,18-29,"$150,000+",Less than high school degree,
1122,3306451916,Novice,Not much,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,,,,,,,,Male,> 60,"$0 - $24,999",High school degree,West South Central
1123,3306451836,Intermediate,Some,2.0,4.0,3.0,3.0,,4.0,,,3.0,,,,4.0,4.0,5.0,,5.0,,2.0,5.0,,2.0,4.0,4.0,,4.0,4.0,,5.0,4.0,3.0,,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,Male,> 60,"$150,000+",Graduate degree,East North Central
1124,3306451655,Novice,Not much,,,,,,,,,,,,,4.0,3.0,3.0,,3.0,,,4.0,,,3.0,3.0,,,,,,,4.0,,4.0,,,,,,,3.0,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
1125,3306451529,Intermediate,Some,,2.0,4.0,3.0,,2.0,,2.0,,,3.0,,3.0,5.0,5.0,,5.0,,2.0,4.0,,1.0,2.0,5.0,,4.0,3.0,3.0,5.0,4.0,5.0,,5.0,3.0,3.0,3.0,,,2.0,4.0,Female,30-44,"$0 - $24,999",Graduate degree,East North Central
1126,3306451107,Intermediate,A lot,,2.0,,,,,,,,,,4.0,2.0,4.0,2.0,,3.0,,,5.0,,4.0,5.0,2.0,,,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,,5.0,4.0,4.0,3.0,Female,45-60,"$150,000+",Bachelor degree,Pacific
1127,3306450657,Novice,Not much,,4.0,4.0,3.0,,,,2.0,4.0,3.0,,3.0,3.0,3.0,4.0,,3.0,,,4.0,,5.0,4.0,,,,,2.0,3.0,3.0,4.0,,5.0,,3.0,,3.0,,3.0,4.0,Male,45-60,,High school degree,East North Central
1129,3306450258,Novice,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,Female,18-29,"$25,000 - $49,999",High school degree,Middle Atlantic
1130,3306450219,Intermediate,Some,,,,,,,,,,,,,,3.0,,,4.0,,,4.0,,5.0,5.0,,,,,,,,5.0,,3.0,,,,,,,,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
1131,3306450208,Intermediate,Some,,,,3.0,,3.0,,,,,,,3.0,,3.0,,,,,4.0,,,4.0,,,,,,3.0,,4.0,,3.0,3.0,,,3.0,,,3.0,Female,30-44,"$0 - $24,999",Bachelor degree,Middle Atlantic
1132,3306449880,Novice,Some,,,,,,3.0,,,,,,,2.0,4.0,3.0,,4.0,,,5.0,,4.0,4.0,,,,2.0,,4.0,,4.0,,4.0,3.0,3.0,,3.0,,,3.0,Female,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
1133,3306449104,Intermediate,Some,,5.0,,,,,,,,,,,2.0,5.0,2.0,,5.0,,,5.0,,2.0,5.0,,,,,,4.0,,3.0,,3.0,4.0,3.0,,5.0,,4.0,3.0,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
1134,3306448797,Novice,Some,,,,,,,,,,,,,,4.0,,,,,,4.0,,4.0,4.0,,,,,,4.0,,5.0,,4.0,3.0,,,,,,,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Pacific
1135,3306448713,Advanced,Some,,4.0,,,,4.0,,3.0,3.0,,,4.0,2.0,2.0,4.0,,4.0,,,4.0,,3.0,4.0,,,,,3.0,3.0,,5.0,,3.0,3.0,3.0,,2.0,,2.0,3.0,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
1136,3306448529,Intermediate,A lot,,,3.0,,,4.0,,,,,,,3.0,4.0,3.0,,5.0,,4.0,5.0,,5.0,4.0,,,,2.0,,2.0,3.0,3.0,,5.0,3.0,4.0,4.0,,,3.0,4.0,Female,30-44,,Graduate degree,West South Central
1137,3306448439,Novice,Some,,,,5.0,,,,,,,,,5.0,5.0,5.0,,,,,5.0,,,5.0,,,,,1.0,,5.0,5.0,,3.0,1.0,3.0,,,,,2.0,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
1138,3306448338,Novice,Not at all,,,1.0,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,5.0,,3.0,,,,,,2.0,,Female,> 60,,Bachelor degree,East North Central
1139,3306448293,Intermediate,Some,,,,,,,,,,,,,3.0,4.0,3.0,,3.0,,,5.0,,3.0,3.0,3.0,,,,,3.0,,3.0,,2.0,,3.0,,3.0,,,2.0,Female,> 60,,Some college or Associate degree,Middle Atlantic
1140,3306448099,Intermediate,Some,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,,3.0,5.0,,3.0,5.0,,,3.0,,,3.0,3.0,5.0,,4.0,3.0,4.0,,3.0,,,2.0,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Pacific
1141,3306447836,Novice,Some,,,,,,,,,,,,,1.0,,3.0,,5.0,,,5.0,,4.0,4.0,,,,,,,,4.0,,3.0,3.0,4.0,4.0,3.0,,,1.0,Female,30-44,"$150,000+",Bachelor degree,Middle Atlantic
1142,3306447620,Novice,Not at all,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,3.0,,,4.0,,3.0,,3.0,,,,,,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic
1143,3306447530,Advanced,A lot,,,4.0,,,4.0,,,,,,,3.0,5.0,4.0,,5.0,,,5.0,,5.0,3.0,,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,Female,18-29,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
1144,3306447287,Novice,Some,,,4.0,,,,,,,,,,3.0,4.0,3.0,,4.0,,,5.0,,2.0,4.0,,,,,,3.0,,4.0,,4.0,3.0,4.0,,5.0,,,2.0,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
1145,3306447104,Advanced,A lot,,,,,,3.0,,4.0,,,4.0,,3.0,3.0,4.0,,4.0,,,4.0,,4.0,3.0,2.0,,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,Female,45-60,"$100,000 - $149,999",Bachelor degree,East South Central
1146,3306446775,Novice,A lot,,,,,,,,,,,,,3.0,4.0,3.0,,4.0,,,4.0,,4.0,4.0,,,,,4.0,4.0,,5.0,,4.0,3.0,4.0,,,,4.0,3.0,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
1147,3306446769,Novice,Some,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,5.0,,4.0,,,,,,,,Female,45-60,"$25,000 - $49,999",High school degree,South Atlantic
1148,3306446600,Novice,A lot,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,3.0,,2.0,,4.0,3.0,3.0,,,,,2.0,,,,,
1150,3306446068,Novice,Not much,,,,,,,,,,,2.0,,4.0,4.0,4.0,,4.0,,,4.0,,3.0,3.0,,,,,,,,4.0,,,,,,,,,4.0,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
1151,3306445925,Intermediate,Some,1.0,,3.0,,,4.0,,,3.0,2.0,,,4.0,4.0,,1.0,4.0,,1.0,4.0,,4.0,4.0,,3.0,3.0,3.0,2.0,3.0,,5.0,,4.0,,2.0,1.0,2.0,,,3.0,Female,45-60,,High school degree,East North Central
1152,3306445773,Intermediate,Some,,,,3.0,,,,,,,,,3.0,4.0,4.0,,4.0,,,4.0,,4.0,3.0,,,,,,4.0,3.0,3.0,,4.0,4.0,4.0,,4.0,,4.0,,Female,> 60,"$100,000 - $149,999",Graduate degree,East South Central
1153,3306445653,Intermediate,A lot,,,,,,,,,,3.0,,3.0,,,,,3.0,,,,,,3.0,,,,,,,,5.0,,,4.0,,,,,,,Female,30-44,,Graduate degree,South Atlantic
1155,3306445569,Intermediate,A lot,,,,,,5.0,,,5.0,2.0,,5.0,,4.0,3.0,,5.0,3.0,4.0,4.0,,5.0,4.0,,,,,4.0,5.0,,4.0,,4.0,5.0,5.0,,4.0,,4.0,,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
1156,3306445236,Novice,Not much,,,,,,,,,,,,,3.0,2.0,,,3.0,,,4.0,,3.0,4.0,,,,,,,,4.0,,3.0,,,,,,,,Female,> 60,"$150,000+",Some college or Associate degree,Pacific
